pdb_id,cid,target,species,affinity,affinity_type,tanimoto
1K4T,5316673,DNA topoisomerase 1,Homo sapiens (Human),250000,IC50,0.95845
4JGD,5316673,Dihydroorotate dehydrogenase (fumarate),Leishmania major,199000,IC50,na
2F25,5316673,Sialidase,Clostridium perfringens,39100,IC50,0.91777
1HAX,5316673,Chymotrypsin-like elastase family member 1,Sus scrofa (Pig),100000,IC50,0.94795
5V6A,5316673,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),49730,IC50,na
3DYQ,5316673,"cGMP-specific 3',5'-cyclic phosphodiesterase [1-660,682-875]",Homo sapiens (Human),55000,IC50,0.87374
4C4Y,5316673,Bifunctional epoxide hydrolase 2,Homo sapiens (Human),11800,IC50,0.96919
1K4T,5316673,DNA topoisomerase 1,Homo sapiens (Human),110000,IC50,0.95580
3LXE,5316673,Carbonic anhydrase 4,Homo sapiens (Human),67,Ki,0.96919
2CAB,5316673,Carbonic anhydrase 2,Homo sapiens (Human),6368,Ki,0.96919
5AKV,5316673,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),100000,IC50,0.96919
1HNY,5316673,Pancreatic alpha-amylase,Homo sapiens (Human),730,Ki,0.90576
2CS5,5316673,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),17,IC50,0.96919
1K4T,5316673,DNA topoisomerase 2-alpha,Homo sapiens (Human),550000,IC50,0.93767
1K4T,5316673,DNA topoisomerase 1,Homo sapiens (Human),150000,IC50,0.90576
4C4Y,5316673,Bifunctional epoxide hydrolase 2,Homo sapiens (Human),17230,IC50,0.96648
5AKV,5316673,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),280000,IC50,0.36834
7TPQ,5316673,Prothrombin,Bos taurus (Bovine),25000,IC50,0.94795
2LEO,5316673,Serine protease 1,Bos taurus (bovine),40000,IC50,0.94795
4GH6,5316673,"cGMP-specific 3',5'-cyclic phosphodiesterase [535-860]",Homo sapiens (Human),1700,IC50,0.87374
3DYQ,5316673,"cGMP-specific 3',5'-cyclic phosphodiesterase [1-662,679-875]",Homo sapiens (Human),2500,IC50,0.87374
1K4T,5316673,DNA topoisomerase 1,Homo sapiens (Human),220000,IC50,0.91534
6Q20,5316673,Neuraminidase,Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1)),43000,IC50,na
4BYI,5316673,Aurora kinase B,Homo sapiens (Human),1.070e+4,IC50,0.96648
2CS5,5316673,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),100000,IC50,0.96648
2CS5,5316673,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),100000,IC50,0.91777
2MRK,175,Tyrosine-protein kinase Fyn,Homo sapiens (Human),900,Kd,1.00000
6FE2,175,Carbonic anhydrase 9,Homo sapiens (Human),>150000000,Ki,1.00000
2CAB,175,Carbonic anhydrase,Candida albicans (Yeast),36000,Ki,1.00000
2CAB,175,Carbonic anhydrase 1,Homo sapiens (Human),10800,Ki,1.00000
2CAB,175,Carbonic anhydrase 2,Homo sapiens (Human),130000,Ki,1.00000
3LXE,175,Carbonic anhydrase 4,Homo sapiens (Human),550000,Ki,1.00000
4PXX,175,"Carbonic anhydrase 5A, mitochondrial",Homo sapiens (Human),25900000,Ki,1.00000
1JCZ,175,Carbonic anhydrase [110-330],Flaveria bidentis (Coastal plain yellowtops),95100,Ki,1.00000
5KW2,175,Free fatty acid receptor 3,Homo sapiens (Human),12000,EC50,1.00000
5KW2,175,Free fatty acid receptor 2,Homo sapiens (Human),250000,EC50,1.00000
5KW2,175,Free fatty acid receptor 2,Homo sapiens (Human),120000,IC50,1.00000
2IIM,175,Tyrosine-protein kinase Lck,Homo sapiens (Human),640,Kd,1.00000
1R42,16133920,Angiotensin-converting enzyme,Homo sapiens (Human),400000,IC50,0.93867
5LIH,16133920,O94806/P05129/P05771/P17252/P24723/P41743/Q02156/Q04759/Q05513/Q05655/Q15139,Homo sapiens (Human),16000,IC50,na
5LIH,16133920,O94806/P05129/P05771/P17252/P24723/P41743/Q02156/Q04759/Q05513/Q05655/Q15139,Homo sapiens (Human),11000,IC50,na
6C6P,16133920,Squalene monooxygenase,Rattus norvegicus,8000,IC50,0.95911
6C6P,16133920,Squalene monooxygenase,Rattus norvegicus,4100,IC50,0.93867
5LIH,16133920,O94806/P05129/P05771/P17252/P24723/P41743/Q02156/Q04759/Q05513/Q05655/Q15139,Homo sapiens (Human),16000,IC50,na
5LIH,16133920,O94806/P05129/P05771/P17252/P24723/P41743/Q02156/Q04759/Q05513/Q05655/Q15139,Homo sapiens (Human),86000,IC50,na
6C6P,16133920,Squalene monooxygenase,Rattus norvegicus,10000,IC50,0.89438
1R42,16197485,Angiotensin-converting enzyme,Homo sapiens (Human),400000,IC50,0.89765
5LIH,16197485,O94806/P05129/P05771/P17252/P24723/P41743/Q02156/Q04759/Q05513/Q05655/Q15139,Homo sapiens (Human),11000,IC50,na
6C6P,16197485,Squalene monooxygenase,Rattus norvegicus,8000,IC50,0.91779
6C6P,16197485,Squalene monooxygenase,Rattus norvegicus,4100,IC50,0.89765
5LIH,16197485,O94806/P05129/P05771/P17252/P24723/P41743/Q02156/Q04759/Q05513/Q05655/Q15139,Homo sapiens (Human),16000,IC50,na
1HTI,9838995,Triosephosphate isomerase,Homo sapiens (Human),>1000000,IC50,0.92778
4C4Y,9838995,Bifunctional epoxide hydrolase 2,Homo sapiens (Human),47360,IC50,1.00000
1HTI,9838995,"Triosephosphate isomerase, glycosomal",Trypanosoma cruzi,6500,IC50,0.95157
1HTI,9838995,"Triosephosphate isomerase, glycosomal",Trypanosoma cruzi,8000,IC50,0.93557
1HTI,9838995,"Triosephosphate isomerase, glycosomal",Trypanosoma cruzi,14000,IC50,0.92778
4C4Y,9838995,Bifunctional epoxide hydrolase 2,Homo sapiens (Human),>50000,IC50,0.95157
1HTI,9838995,Triosephosphate isomerase,Homo sapiens (Human),>1000000,IC50,0.95157
1HTI,9838995,"Triosephosphate isomerase, glycosomal",Trypanosoma cruzi,>1000000,IC50,0.91008
1HTI,9838995,Triosephosphate isomerase,Homo sapiens (Human),>1000000,IC50,0.93557
1HTI,9838995,Triosephosphate isomerase,Homo sapiens (Human),>1000000,IC50,0.91008
2AFW,5280666,Glutaminyl-peptide cyclotransferase,Homo sapiens (Human),27900,IC50,0.87500
4TMF,5280666,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Homo sapiens (Human),8200,IC50,0.94231
3T9C,5280666,Inositol hexakisphosphate kinase 2,Homo sapiens,5700,IC50,0.88095
5L60,5280666,Proteasome subunit beta type-5,Homo sapiens (Human),1.3,IC50,0.94231
5AUW,5280666,Death-associated protein kinase 1,Homo sapiens (Human),21000,IC50,0.94231
5JVS,5280666,POsterior Segregation,Caenorhabditis elegans,93141,EC50,0.90583
6WC5,5280666,Homeobox protein Nkx-2.5/Transcription factor GATA-4,Mus musculus,22000,IC50,0.94231
1OJ9,5280666,Amine oxidase [flavin-containing] A,Homo sapiens (Human),59,Ki,0.88095
4E2I,5280666,Large T antigen,Simian virus 40,47930,EC50,0.94231
1XQZ,5280666,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),646,IC50,0.94231
2FW4,5280666,Carbonic anhydrase 7,Homo sapiens (Human),4.7,Ki,0.94231
3U79,5280666,Alpha-xylosidase,Blautia obeum,60000,IC50,0.89778
5V6A,5280666,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),10600,EC50,0.94231
6BF8,5280666,Insulin-degrading enzyme,Homo sapiens (Human),>6209,IC50,0.90385
2WAJ,5280666,Mitogen-activated protein kinase 14,Homo sapiens (Human),3.36e+4,IC50,1.00000
5X02,5280666,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),210,IC50,0.88095
2WAJ,5280666,Mitogen-activated protein kinase 10,Homo sapiens (Human),1.59e+4,IC50,0.90583
2IIM,5280666,Tyrosine-protein kinase Lck,Homo sapiens (Human),1,IC50,0.94231
5V6A,5280666,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),20000,IC50,0.94231
2R4H,5280666,Histidine kinase,Streptococcus pneumoniae PCS8203,216000,IC50,0.94231
2WAJ,5280666,Mitogen-activated protein kinase 14,Homo sapiens (Human),2.32e+4,IC50,0.96190
2CLT,5280666,Interstitial collagenase [100-268],Homo sapiens (Human),3.03e+3,IC50,0.94231
7LAF,5280666,Polyunsaturated fatty acid lipoxygenase ALOX15,Homo sapiens (Human),5000,IC50,0.94231
1A8J,5280666,Taste receptor type 2 member 31,Homo sapiens (Human),11300,IC50,0.93274
1OJ9,5280666,Amine oxidase [flavin-containing] B,Homo sapiens (Human),1.6e+2,Ki,0.89100
4I8V,5280666,Cytochrome P450 1A1,Homo sapiens (Human),89,Ki,0.96190
2J8T,5280666,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),2030,IC50,na
5EJK,5280666,Integrase,Human immunodeficiency virus 1,39100,IC50,0.90583
6C0V,5280666,ATP-dependent translocase ABCB1,Homo sapiens (Human),19600,IC50,0.94231
3LII,5280666,Acetylcholinesterase,Rattus norvegicus (rat),37,IC50,0.95735
2QMZ,5280666,Sodium-dependent dopamine transporter,Rattus norvegicus (rat),1450,EC50,0.94231
2J8T,5280666,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),600,IC50,0.94231
2J8T,5280666,Aldo-keto reductase family 1 member B1 [K65Q],Bos taurus (Cattle),754,IC50,0.94231
7LAF,5280666,Polyunsaturated fatty acid 5-lipoxygenase,Rattus norvegicus,123200,IC50,0.88095
2ARQ,5280666,Plasminogen,Homo sapiens (Human),2300,IC50,0.92593
3PM0,5280666,Cytochrome P450 1B1,Homo sapiens (Human),19,IC50,na
7LO7,5280666,Multidrug resistance-associated protein 1,Homo sapiens (Human),3000,IC50,1.00000
1K4T,5280666,DNA topoisomerase 1,Rattus norvegicus,660,IC50,0.94231
4JGD,5280666,Dihydroorotate dehydrogenase (fumarate),Leishmania major,199526,IC50,0.94977
1BHS,5280666,17-beta-hydroxysteroid dehydrogenase type 2,Homo sapiens (Human),9300,IC50,0.93274
7CE4,5280666,Poly [ADP-ribose] polymerase tankyrase-2,Homo sapiens (Human),1100,IC50,0.94231
966C,5280666,Collagenase 3,Homo sapiens (Human),10050,IC50,0.94231
7WFC,5280666,Nonstructural protein 3,Zika virus,53000,IC50,0.94231
4I8V,5280666,Cytochrome P450 1A1,Homo sapiens (Human),80,IC50,0.88095
2QMZ,5280666,Sodium-dependent dopamine transporter,Rattus norvegicus (rat),3417,EC50,0.91781
4BYI,5280666,Aurora kinase B,Homo sapiens (Human),3.88e+3,IC50,0.94231
1R42,5280666,Angiotensin-converting enzyme,Oryctolagus cuniculus,290000,IC50,0.94231
6C0V,5280666,ATP-dependent translocase ABCB1,Homo sapiens (Human),1200,IC50,0.93088
2WAJ,5280666,Mitogen-activated protein kinase 10,Homo sapiens (Human),1.91e+4,IC50,0.93274
3PM0,5280666,Cytochrome P450 1B1,Homo sapiens (Human),5.1,IC50,na
5ABW,5280666,Neutrophil elastase,Homo sapiens (Human),12700,IC50,0.94231
2IIM,5280666,Tyrosine-protein kinase Lck,Homo sapiens (Human),4,IC50,0.89520
1QF8,5280666,Casein kinase II subunit alpha 3,Homo sapiens,500,IC50,0.94231
1IOX,5280666,Epidermal growth factor receptor,Homo sapiens (Human),4,IC50,0.88095
1OJ9,5280666,Amine oxidase [flavin-containing] B,Homo sapiens (Human),49,IC50,0.88095
6Q6Q,5280666,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),14100,IC50,0.88095
5W2I,5280666,Inositol polyphosphate multikinase,Homo sapiens,7200,IC50,0.96190
3PM0,5280666,Cytochrome P450 1B1,Homo sapiens (Human),79,IC50,0.94231
5M8R,5280666,Tyrosinase,Homo sapiens (Human),60000,IC50,0.94231
3TJM,5280666,3-oxoacyl-acyl-carrier protein reductase,Plasmodium falciparum,800,Ki,0.94231
5UEN,5280666,Adenosine receptor A1,Rattus norvegicus (rat),18621,Ki,0.95735
6Q20,5280666,Neuraminidase,Influenza A virus,32600,IC50,0.94231
2WAJ,5280666,Mitogen-activated protein kinase 10,Homo sapiens (Human),2.3e+3,IC50,0.94231
2HI4,5280666,Cytochrome P450 1A2,Homo sapiens (Human),1118,IC50,1.00000
2HDA,5280666,Tyrosine-protein kinase Yes,Homo sapiens (Human),2380,Ki,0.94231
6Q6Q,5280666,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),14000,IC50,1.00000
1QIB,5280666,72 kDa type IV collagenase,Homo sapiens (Human),3610,IC50,0.94231
2F25,5280666,Sialidase-2,Homo sapiens (Human),130000,IC50,0.94231
2F2C,5280666,Cyclin homolog/dependent kinase 6,Saimiriine herpesvirus 2,>300000,IC50,0.94231
3T9C,5280666,Inositol hexakisphosphate kinase 2,Homo sapiens,900,IC50,0.96190
1XV8,5280666,Alpha-amylase 1A,Homo sapiens (Human),48000,IC50,0.90583
2F25,5280666,Sialidase-2,Homo sapiens (Human),130000,IC50,0.94231
4I8V,5280666,Cytochrome P450 1A1,Homo sapiens (Human),95,IC50,1.00000
1G3N,5280666,Cyclin-dependent kinase 6,Homo sapiens (Human),>300000,IC50,0.94231
5W2I,5280666,Inositol polyphosphate multikinase,Homo sapiens,5500,IC50,0.94231
2HI4,5280666,Cytochrome P450 1A2,Homo sapiens (Human),2437,IC50,0.96190
1G3N,5280666,Cyclin-dependent kinase 2,Homo sapiens (Human),20000,IC50,0.94231
2WAJ,5280666,Mitogen-activated protein kinase 14,Homo sapiens (Human),1.80e+4,IC50,0.94231
4I8V,5280666,Cytochrome P450 1A1,Homo sapiens (Human),890,Ki,0.94231
2HW6,5280666,MAP kinase-interacting serine/threonine-protein kinase 2,Homo sapiens (Human),579,IC50,0.94231
6Q6Q,5280666,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),2900,Ki,0.94231
6UZ8,5280666,Short transient receptor potential channel 5,Homo sapiens (Human),>10000,IC50,0.94231
6C0V,5280666,ATP-dependent translocase ABCB1,Homo sapiens (Human),1200,IC50,0.89100
1XV8,5280666,Alpha-amylase 1A,Homo sapiens (Human),18400,IC50,0.94231
8BHT,5280666,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens (Human),8900,IC50,0.94231
2WAJ,5280666,Mitogen-activated protein kinase 14,Homo sapiens (Human),5.00e+4,IC50,0.88095
2IIM,5280666,Tyrosine-protein kinase Lck,Homo sapiens (Human),4,IC50,0.97156
4BYI,5280666,Aurora kinase B,Homo sapiens (Human),3.98e+3,IC50,1.00000
3BT0,5280666,Transthyretin,Homo sapiens (Human),70,Kd,0.94231
2ZNP,5280666,Peroxisome proliferator-activated receptor gamma,Mus musculus,2300,EC50,0.94231
3QCB,5280666,Receptor-type tyrosine-protein phosphatase S,Homo sapiens (Human),3000,IC50,0.92788
3BT0,5280666,Transthyretin,Homo sapiens (Human),7000,IC50,0.94231
3B7T,5280666,M1 family aminopeptidase,Plasmodium falciparum (isolate FcB1 / Columbia),22860,IC50,0.94231
2F25,5280666,Sialidase-2,Homo sapiens (Human),>1000000,IC50,0.88095
3DWW,5280666,Prostaglandin G/H synthase 2,Homo sapiens (Human),2.5,IC50,0.94231
5UKE,5280666,Serine/threonine-protein kinase 33,Homo sapiens (Human),11000,EC50,0.90583
2WID,5280666,Cholinesterase,Homo sapiens (Human),166100,Ki,0.94231
5EJK,5280666,Integrase,Human immunodeficiency virus 1,450,IC50,0.94231
3LII,5280666,Acetylcholinesterase,Rattus norvegicus (rat),44,IC50,0.95794
4BYI,5280666,Aurora kinase B,Homo sapiens (Human),3.86e+3,IC50,0.96190
2WAJ,5280666,Mitogen-activated protein kinase 14,Homo sapiens (Human),5.25e+4,IC50,0.96296
6Q6Q,5280666,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),1900,Ki,0.94231
2KES,5280666,Alpha-synuclein,Homo sapiens (Human),28000,IC50,0.94231
5WWW,5280666,Zinc finger protein mex-5,Caenorhabditis elegans,36029,EC50,0.90583
4JLG,5280666,Histone-lysine N-methyltransferase SETD7,Homo sapiens (Human),6080,IC50,0.94231
5JVS,5280666,POsterior Segregation,Caenorhabditis elegans,60374,EC50,0.94231
7CE4,5280666,Poly [ADP-ribose] polymerase tankyrase-1,Homo sapiens (Human),2400,IC50,0.94231
2J8T,5280666,Aldo-keto reductase family 1 member B1,Rattus norvegicus,302,IC50,0.89778
1YJ6,5280666,Glutathione S-transferase Mu 1,Homo sapiens (Human),1750,EC50,1.00000
4ZZY,5280666,Poly [ADP-ribose] polymerase 1,Homo sapiens (Human),4200,IC50,0.94231
3QCB,5280666,Receptor-type tyrosine-protein phosphatase S,Homo sapiens (Human),17500,IC50,0.94231
2VCY,5280666,Enoyl-acyl-carrier protein reductase,Plasmodium falciparum,2100,Ki,0.94231
8EF5,5280666,Mu-type opioid receptor,MOUSE,28000,Ki,0.92035
3PM0,5280666,Cytochrome P450 1B1,Homo sapiens (Human),29,IC50,0.96190
7LAF,5280666,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),121700,Ki,0.94231
6HBU,5280666,ATP-binding cassette sub-family C member 2,Homo sapiens (Human),>50000,IC50,0.96190
3IR3,5280666,3-hydroxyacyl-[acyl-carrier-protein] dehydratase,Plasmodium falciparum,5000,IC50,0.94231
3B7T,5280666,M1 family aminopeptidase,Plasmodium falciparum (isolate FcB1 / Columbia),15570,IC50,0.90583
2IIM,5280666,Tyrosine-protein kinase Lck,Homo sapiens (Human),>8,IC50,0.93182
2VCY,5280666,Enoyl-acyl-carrier protein reductase,Plasmodium falciparum,2000,IC50,0.94231
5MSB,5280666,Carbonic anhydrase 12,Homo sapiens (Human),60,Ki,0.94231
2HW6,5280666,MAP kinase-interacting serine/threonine-protein kinase 1,Homo sapiens (Human),179,IC50,0.94231
2POJ,5280666,Macrophage metalloelastase,Homo sapiens (Human),980,IC50,0.94231
2WAJ,5280666,Mitogen-activated protein kinase 14,Homo sapiens (Human),2.22e+4,IC50,0.90583
2B9R,5280666,Cyclin-dependent kinase 1/G2/mitotic-specific cyclin-B,Marthasterias glacialis (starfish),6200,IC50,0.94231
2CAB,5280666,Carbonic anhydrase 2,Homo sapiens (Human),740,Ki,0.94231
4TMF,5280666,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Homo sapiens (Human),32100,IC50,0.87963
2HI4,5280666,Cytochrome P450 1A2,Homo sapiens (Human),80,IC50,0.88095
1SLM,5280666,Stromelysin-1,Homo sapiens (Human),16200,IC50,0.94231
5NN5,5280666,Lysosomal alpha-glucosidase,Homo sapiens (Human),6.0,IC50,0.94231
7LAF,5280666,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),3200,IC50,0.94231
2LEO,5280666,Serine protease 1,Bos taurus (bovine),35300,IC50,0.94231
4Q0L,5280666,Carbonic anhydrase 3,Bos taurus (Cattle),5400,Ki,0.94231
6Q6Q,5280666,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),10200,IC50,0.94231
7D3E,5280666,NADPH oxidase 4,Homo sapiens (Human),850,IC50,0.94231
3GNI,5280666,Cyclin-dependent kinase 5 activator 1 [99-307],Homo sapiens (Human),3800,IC50,0.94231
4E2I,5280666,Large T antigen,Simian virus 40,35710,EC50,0.90385
4M6N,5280666,Urease subunit beta,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),35400,IC50,0.94231
2HI4,5280666,Cytochrome P450 1A2,Homo sapiens (Human),>1000,IC50,na
4I8V,5280666,Cytochrome P450 1A1,Homo sapiens (Human),3.0,IC50,na
2WAJ,5280666,Mitogen-activated protein kinase 10,Homo sapiens (Human),2.86e+4,IC50,0.96190
1OJ9,5280666,Amine oxidase [flavin-containing] A,Homo sapiens (Human),4.8e+3,Ki,0.89100
4F7N,5280666,Cyclin-dependent kinase 5,Rattus norvegicus,40000,EC50,0.90583
5ABW,5280666,Neutrophil elastase,Homo sapiens (Human),10100,Ki,0.94231
5YZ5,5280666,Glycogen synthase kinase-3 beta,Rattus norvegicus (rat),800,IC50,0.94231
5VAR,5280666,Lysine-specific histone demethylase 1A,Homo sapiens (Human),27900,IC50,0.96190
3PM0,5280666,Cytochrome P450 1B1,Homo sapiens (Human),7.0,Ki,0.88095
2HI4,5280666,Cytochrome P450 1A2,Homo sapiens (Human),3370,IC50,0.94231
1OJ9,5280666,Amine oxidase [flavin-containing] B,Homo sapiens (Human),59700,IC50,0.94231
1OJ9,5280666,Amine oxidase [flavin-containing] B,Homo sapiens (Human),49,Ki,0.88095
3IR3,5280666,3-hydroxyacyl-[acyl-carrier-protein] dehydratase,Plasmodium falciparum,11500,Ki,0.94231
3LII,5280666,Acetylcholinesterase,Homo sapiens (Human),65800,Ki,0.94231
1XQZ,5280666,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),1585,IC50,0.94231
5YR7,5280666,"Cytosol aminopeptidase [33-68,L62W]",Sus scrofa (Pig),49600,IC50,0.94231
4BC5,5280666,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Escherichia coli,3.4e+3,IC50,0.94231
4XZ0,5280666,Tyrosine-protein kinase SYK,Homo sapiens (Human),4500,EC50,0.94231
6NB3,5280666,Spike glycoprotein [668-1255],SARS-CoV,10600,EC50,0.94231
2J8T,5280666,Aldo-keto reductase family 1 member B1,Rattus norvegicus,6760.83,IC50,0.89655
3TEG,5280666,"RNA-editing ligase 1, mitochondrial",Trypanosoma brucei brucei,>96559,IC50,0.90583
6B19,5280666,Reverse transcriptase,Human immunodeficiency virus 1,>636000,IC50,0.96296
6Q20,5280666,Neuraminidase,Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1)),33800,IC50,0.94231
6HBU,5280666,ATP-binding cassette sub-family C member 2,Homo sapiens (Human),>50000,IC50,1.00000
2KTB,5280666,Protein polybromo-1,Homo sapiens (Human),12900,Kd,0.94231
2IIM,5280666,Tyrosine-protein kinase Lck,Homo sapiens (Human),>8,IC50,0.95794
3PM0,5280666,Cytochrome P450 1B1,Homo sapiens (Human),7,IC50,0.88095
4XZ0,5280666,Tyrosine-protein kinase SYK,Homo sapiens (Human),12000,IC50,0.94231
4W9N,5280666,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,Escherichia coli,7050,Ki,0.94231
2WAJ,5280666,Mitogen-activated protein kinase 14,Homo sapiens (Human),1.89e+4,IC50,0.93274
1QIP,5280666,Lactoylglutathione lyase,Homo sapiens (Human),7700,IC50,0.94231
5N2R,5280666,Adenosine receptor A2a,Rattus norvegicus (rat),34674,Ki,0.95735
7LAF,5280666,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),95400,Ki,0.89904
8D43,5280666,Alpha-glucosidase MAL62,Saccharomyces cerevisiae,20989398836,IC50,0.94231
5YZ5,5280666,Glycogen synthase kinase-3 beta,Homo sapiens (Human),3812,EC50,0.94231
5X02,5280666,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),830,IC50,0.94231
5UEN,5280666,Adenosine receptor A1,Rattus norvegicus (rat),1550,Ki,0.94231
2IIM,5280666,Tyrosine-protein kinase Lck,Homo sapiens (Human),8,IC50,0.90521
1H7U,5280666,DNA gyrase subunit A/B,Escherichia coli (strain K12),>500,IC50,na
4CDE,5280666,Dipeptidyl peptidase 4,Homo sapiens (Human),120,IC50,0.94231
4RWA,5280666,Delta-type opioid receptor,Homo sapiens (Human),3100,Ki,0.88889
5C3Z,5280666,Chemotaxis protein CheA,Escherichia coli (strain K12),111000,IC50,0.94231
4I5X,5280666,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),9200,IC50,0.94231
2JFD,5280666,Fatty acid synthase,Homo sapiens (Human),62500,IC50,0.94231
5YZ5,5280666,Glycogen synthase kinase-3 beta,Homo sapiens (Human),1500,IC50,0.94231
3T9C,5280666,Inositol hexakisphosphate kinase 2,Homo sapiens,1300,IC50,0.94231
6Q6Q,5280666,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),7.8,IC50,0.94231
3TJM,5280666,3-oxoacyl-acyl-carrier protein reductase,Plasmodium falciparum,4000,IC50,0.94231
2QMZ,5280666,Sodium-dependent dopamine transporter,Rattus norvegicus (rat),4345,EC50,0.93056
1Z9E,5280666,PC4 and SFRS1-interacting protein,Homo sapiens (Human),1835,IC50,0.90583
6C0V,5280666,ATP-dependent translocase ABCB1,Homo sapiens (Human),400,IC50,0.93694
2IIM,5280666,Tyrosine-protein kinase Lck,Homo sapiens (Human),>8,IC50,0.89252
2CAB,5280666,Carbonic anhydrase 1,Homo sapiens (Human),2200,Ki,0.94231
5DHG,5280666,G-protein coupled receptor 35,Homo sapiens (Human),3200,EC50,0.94231
